rl_epoch_num : 2
mode : train
data : ./data/OD/dialogues.json
beam_size : 10
batch_size : 32
cuda : False
pretrain : False
vocab_size : 800
sampling : False
beam_search : False
z_length : 8
spv_proportion : 100
teacher_force : 100
m : TSD
result_path : ./results/od.csv
vocab_path : ./vocab/vocab-od.pkl
truncated : False
early_stop_count : 3
prev_z_method : separate
skip_unsup : False
eos_m_token : EOS_M
seed : 0
hidden_size : 50
model_path : ./models/od.pkl
unfrz_attn_epoch : 0
lr : 0.003
embedding_size : 50
split : (3, 1, 1)
entity : ./data/OD/entities.json
max_ts : 40
new_vocab : True
db : ./data/OD/DB.json
dropout_rate : 0.5
layer_num : 1
glove_path : ./data/glove/glove.6B.50d.txt
beam_len_bonus : 0.5
epoch_num : 100
degree_size : 5
lr_decay : 0.5
cuda_device : 0
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
4053,0,im interested in datasets related to arena,arena EOS_Z1,arena EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3813,0,how about restrict ?,restrict EOS_Z1,restrict EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4521,0,what do you have on virus,virus EOS_Z1,virus EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4224,0,is there something on core,core EOS_Z1,core EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3844,0,data concerning blackmail,blackmail EOS_Z1,blackmail EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4185,0,is there something on offspring,offspring EOS_Z1,offspring EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4128,0,im interested in datasets related to expectation,expectation EOS_Z1,expectation EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4543,0,what do you have on diamond,diamond EOS_Z1,diamond EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3789,0,how about majority ?,majority EOS_Z1,majority EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3754,0,how about ghostwriter ?,ghostwriter EOS_Z1,ghostwriter EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4115,0,im interested in datasets related to likely,likely EOS_Z1,likely EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4170,0,is there something on distinct,distinct EOS_Z1,distinct EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3774,0,how about civilian ?,civilian EOS_Z1,civilian EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3878,0,data concerning distinct,distinct EOS_Z1,distinct EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3790,0,how about pound ?,pound EOS_Z1,pound EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4463,0,what do you have on distinct,distinct EOS_Z1,distinct EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4294,0,i am interested in datasets related to economist,economist EOS_Z1,economist EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4314,0,i am interested in datasets related to standard,standard EOS_Z1,standard EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3672,0,how about weed ?,weed EOS_Z1,weed EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4585,0,what do you have on whip,whip EOS_Z1,whip EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4082,0,im interested in datasets related to alive,alive EOS_Z1,alive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4168,0,is there something on leader,leader EOS_Z1,leader EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3961,0,data concerning dash,dash EOS_Z1,dash EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3909,0,data concerning hospitality,hospitality EOS_Z1,hospitality EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4461,0,what do you have on node,node EOS_Z1,node EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4327,0,i am interested in datasets related to close,close EOS_Z1,close EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4451,0,what do you have on arena,arena EOS_Z1,arena EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4384,0,i am interested in datasets related to temptation,temptation EOS_Z1,temptation EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4332,0,i am interested in datasets related to basic,basic EOS_Z1,basic EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4472,0,what do you have on catalogue,catalogue EOS_Z1,catalogue EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4062,0,im interested in datasets related to monarch,monarch EOS_Z1,monarch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4094,0,im interested in datasets related to hour,hour EOS_Z1,hour EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4330,0,i am interested in datasets related to depend,depend EOS_Z1,depend EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4060,0,im interested in datasets related to inflate,inflate EOS_Z1,inflate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4026,0,im interested in datasets related to honest,honest EOS_Z1,honest EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3760,0,how about residence ?,residence EOS_Z1,residence EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3711,0,how about housewife ?,housewife EOS_Z1,housewife EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3737,0,how about drive ?,drive EOS_Z1,drive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3962,0,data concerning virus,virus EOS_Z1,virus EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4390,0,i am interested in datasets related to cemetery,cemetery EOS_Z1,cemetery EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4198,0,is there something on catalogue,catalogue EOS_Z1,catalogue EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4392,0,i am interested in datasets related to launch,launch EOS_Z1,launch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4131,0,is there something on hour,hour EOS_Z1,hour EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4100,0,im interested in datasets related to merchant,merchant EOS_Z1,merchant EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4493,0,what do you have on trait,trait EOS_Z1,trait EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4460,0,what do you have on conviction,conviction EOS_Z1,conviction EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4559,0,what do you have on wolf,wolf EOS_Z1,wolf EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4454,0,what do you have on resident,resident EOS_Z1,resident EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4523,0,what do you have on plaintiff,plaintiff EOS_Z1,plaintiff EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3849,0,data concerning displace,displace EOS_Z1,displace EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3858,0,data concerning assertive,assertive EOS_Z1,assertive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3959,0,data concerning positive,positive EOS_Z1,positive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4539,0,what do you have on concert,concert EOS_Z1,concert EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4025,0,im interested in datasets related to belt,belt EOS_Z1,belt EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3815,0,how about distinct ?,distinct EOS_Z1,distinct EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3745,0,how about skate ?,skate EOS_Z1,skate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3916,0,data concerning parameter,parameter EOS_Z1,parameter EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3895,0,data concerning urgency,urgency EOS_Z1,urgency EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4397,0,i am interested in datasets related to displace,displace EOS_Z1,displace EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3998,0,im interested in datasets related to temptation,temptation EOS_Z1,temptation EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4561,0,what do you have on soft,soft EOS_Z1,soft EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4409,0,i am interested in datasets related to shareholder,shareholder EOS_Z1,shareholder EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3871,0,data concerning training,training EOS_Z1,training EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4046,0,im interested in datasets related to majority,majority EOS_Z1,majority EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3949,0,data concerning club,club EOS_Z1,club EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4145,0,is there something on residence,residence EOS_Z1,residence EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4369,0,i am interested in datasets related to topple,topple EOS_Z1,topple EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3763,0,how about basic ?,basic EOS_Z1,basic EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4264,0,is there something on plaintiff,plaintiff EOS_Z1,plaintiff EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4102,0,im interested in datasets related to residence,residence EOS_Z1,residence EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4378,0,i am interested in datasets related to essential,essential EOS_Z1,essential EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4546,0,what do you have on expectation,expectation EOS_Z1,expectation EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3958,0,data concerning core,core EOS_Z1,core EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4551,0,what do you have on dash,dash EOS_Z1,dash EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4386,0,i am interested in datasets related to offspring,offspring EOS_Z1,offspring EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4511,0,what do you have on residence,residence EOS_Z1,residence EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4292,0,i am interested in datasets related to rebel,rebel EOS_Z1,rebel EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4237,0,is there something on hospitality,hospitality EOS_Z1,hospitality EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4573,0,what do you have on mercy,mercy EOS_Z1,mercy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4051,0,im interested in datasets related to resident,resident EOS_Z1,resident EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4065,0,im interested in datasets related to doll,doll EOS_Z1,doll EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4123,0,im interested in datasets related to breeze,breeze EOS_Z1,breeze EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4121,0,im interested in datasets related to railroad,railroad EOS_Z1,railroad EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4106,0,im interested in datasets related to dogs,dogs EOS_Z1,dogs EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3710,0,how about radio ?,radio EOS_Z1,radio EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4553,0,what do you have on sculpture,sculpture EOS_Z1,sculpture EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3846,0,data concerning presidential,presidential EOS_Z1,presidential EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4462,0,what do you have on restrict,restrict EOS_Z1,restrict EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4333,0,i am interested in datasets related to collection,collection EOS_Z1,collection EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4271,0,is there something on academy,academy EOS_Z1,academy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4509,0,what do you have on association,association EOS_Z1,association EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4562,0,what do you have on sunrise,sunrise EOS_Z1,sunrise EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3983,0,im interested in datasets related to way,way EOS_Z1,way EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4050,0,im interested in datasets related to tourist,tourist EOS_Z1,tourist EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4232,0,is there something on admire,admire EOS_Z1,admire EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4152,0,is there something on club,club EOS_Z1,club EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3981,0,im interested in datasets related to sunrise,sunrise EOS_Z1,sunrise EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4287,0,i am interested in datasets related to jet,jet EOS_Z1,jet EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4411,0,i am interested in datasets related to heavy,heavy EOS_Z1,heavy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4272,0,is there something on relate,relate EOS_Z1,relate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4457,0,what do you have on regular,regular EOS_Z1,regular EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4403,0,i am interested in datasets related to major,major EOS_Z1,major EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4076,0,im interested in datasets related to twilight,twilight EOS_Z1,twilight EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4113,0,im interested in datasets related to blackmail,blackmail EOS_Z1,blackmail EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4516,0,what do you have on deserve,deserve EOS_Z1,deserve EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4362,0,i am interested in datasets related to forestry,forestry EOS_Z1,forestry EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4080,0,im interested in datasets related to enemy,enemy EOS_Z1,enemy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3829,0,data concerning alive,alive EOS_Z1,alive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4540,0,what do you have on vegetable,vegetable EOS_Z1,vegetable EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4361,0,i am interested in datasets related to assignment,assignment EOS_Z1,assignment EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3967,0,data concerning depend,depend EOS_Z1,depend EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4322,0,i am interested in datasets related to club,club EOS_Z1,club EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4117,0,im interested in datasets related to displace,displace EOS_Z1,displace EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3757,0,how about collection ?,collection EOS_Z1,collection EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4480,0,what do you have on drive,drive EOS_Z1,drive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3785,0,how about way ?,way EOS_Z1,way EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4020,0,im interested in datasets related to knee,knee EOS_Z1,knee EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4326,0,i am interested in datasets related to shallow,shallow EOS_Z1,shallow EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4473,0,what do you have on vertical,vertical EOS_Z1,vertical EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3756,0,how about profile ?,profile EOS_Z1,profile EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4383,0,i am interested in datasets related to merchant,merchant EOS_Z1,merchant EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4211,0,is there something on temptation,temptation EOS_Z1,temptation EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3806,0,how about wien ?,wien EOS_Z1,wien EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4210,0,is there something on sweet,sweet EOS_Z1,sweet EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3971,0,data concerning neglect,neglect EOS_Z1,neglect EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4197,0,is there something on urgency,urgency EOS_Z1,urgency EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4478,0,what do you have on leader,leader EOS_Z1,leader EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3932,0,data concerning ex,ex EOS_Z1,ex EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3944,0,data concerning cause,cause EOS_Z1,cause EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4038,0,im interested in datasets related to science,science EOS_Z1,science EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4169,0,is there something on way,way EOS_Z1,way EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3977,0,data concerning whip,whip EOS_Z1,whip EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4034,0,im interested in datasets related to vienna,vienna EOS_Z1,vienna EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4335,0,i am interested in datasets related to drive,drive EOS_Z1,drive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4371,0,i am interested in datasets related to housewife,housewife EOS_Z1,housewife EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4061,0,im interested in datasets related to catalogue,catalogue EOS_Z1,catalogue EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3870,0,data concerning diamond,diamond EOS_Z1,diamond EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4148,0,is there something on tree,tree EOS_Z1,tree EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3778,0,how about cemetery ?,cemetery EOS_Z1,cemetery EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4245,0,is there something on man,man EOS_Z1,man EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4193,0,is there something on referee,referee EOS_Z1,referee EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4236,0,is there something on lick,lick EOS_Z1,lick EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4358,0,i am interested in datasets related to pluck,pluck EOS_Z1,pluck EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3817,0,how about escape ?,escape EOS_Z1,escape EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4021,0,im interested in datasets related to north,north EOS_Z1,north EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4558,0,what do you have on displace,displace EOS_Z1,displace EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3879,0,data concerning arena,arena EOS_Z1,arena EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4186,0,is there something on assignment,assignment EOS_Z1,assignment EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4222,0,is there something on jet,jet EOS_Z1,jet EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4183,0,is there something on wien,wien EOS_Z1,wien EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4578,0,what do you have on club,club EOS_Z1,club EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4565,0,what do you have on pluck,pluck EOS_Z1,pluck EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4056,0,im interested in datasets related to topple,topple EOS_Z1,topple EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3963,0,data concerning rebel,rebel EOS_Z1,rebel EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4248,0,is there something on science,science EOS_Z1,science EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4356,0,i am interested in datasets related to vienna,vienna EOS_Z1,vienna EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3994,0,im interested in datasets related to admire,admire EOS_Z1,admire EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4240,0,is there something on live,live EOS_Z1,live EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3794,0,how about offspring ?,offspring EOS_Z1,offspring EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4147,0,is there something on sculpture,sculpture EOS_Z1,sculpture EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4174,0,is there something on radio,radio EOS_Z1,radio EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4435,0,i am interested in datasets related to reform,reform EOS_Z1,reform EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4223,0,is there something on forestry,forestry EOS_Z1,forestry EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4547,0,what do you have on live,live EOS_Z1,live EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4536,0,what do you have on tourist,tourist EOS_Z1,tourist EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4206,0,is there something on vegetable,vegetable EOS_Z1,vegetable EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3934,0,data concerning dedicate,dedicate EOS_Z1,dedicate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4079,0,im interested in datasets related to economist,economist EOS_Z1,economist EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3852,0,data concerning behave,behave EOS_Z1,behave EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3928,0,data concerning breeze,breeze EOS_Z1,breeze EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4253,0,is there something on lineage,lineage EOS_Z1,lineage EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4488,0,what do you have on suite,suite EOS_Z1,suite EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3861,0,data concerning conviction,conviction EOS_Z1,conviction EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3980,0,im interested in datasets related to heavy,heavy EOS_Z1,heavy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4571,0,what do you have on man,man EOS_Z1,man EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4284,0,i am interested in datasets related to majority,majority EOS_Z1,majority EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3736,0,how about apology ?,apology EOS_Z1,apology EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4301,0,i am interested in datasets related to tourist,tourist EOS_Z1,tourist EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3938,0,data concerning lineage,lineage EOS_Z1,lineage EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3780,0,how about honest ?,honest EOS_Z1,honest EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4288,0,i am interested in datasets related to likely,likely EOS_Z1,likely EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4387,0,i am interested in datasets related to snatch,snatch EOS_Z1,snatch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3762,0,how about training ?,training EOS_Z1,training EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4388,0,i am interested in datasets related to behave,behave EOS_Z1,behave EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4007,0,im interested in datasets related to hospitality,hospitality EOS_Z1,hospitality EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4063,0,im interested in datasets related to vertical,vertical EOS_Z1,vertical EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3992,0,im interested in datasets related to snatch,snatch EOS_Z1,snatch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4395,0,i am interested in datasets related to admire,admire EOS_Z1,admire EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4105,0,im interested in datasets related to reference,reference EOS_Z1,reference EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3903,0,data concerning escape,escape EOS_Z1,escape EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3943,0,data concerning recommend,recommend EOS_Z1,recommend EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4554,0,what do you have on neglect,neglect EOS_Z1,neglect EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4017,0,im interested in datasets related to deserve,deserve EOS_Z1,deserve EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4043,0,im interested in datasets related to pound,pound EOS_Z1,pound EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3783,0,how about academy ?,academy EOS_Z1,academy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4126,0,im interested in datasets related to strict,strict EOS_Z1,strict EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4477,0,what do you have on right,right EOS_Z1,right EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4533,0,what do you have on breeze,breeze EOS_Z1,breeze EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4442,0,what do you have on assertive,assertive EOS_Z1,assertive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3816,0,how about plaintiff ?,plaintiff EOS_Z1,plaintiff EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3720,0,how about strategic ?,strategic EOS_Z1,strategic EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4515,0,what do you have on unfortunate,unfortunate EOS_Z1,unfortunate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4404,0,i am interested in datasets related to austria,austria EOS_Z1,austria EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4447,0,what do you have on merchant,merchant EOS_Z1,merchant EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4187,0,is there something on consciousness,consciousness EOS_Z1,consciousness EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3749,0,how about suite ?,suite EOS_Z1,suite EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4391,0,i am interested in datasets related to cause,cause EOS_Z1,cause EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3701,0,how about topple ?,topple EOS_Z1,topple EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4024,0,im interested in datasets related to sculpture,sculpture EOS_Z1,sculpture EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4172,0,is there something on europe,europe EOS_Z1,europe EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3830,0,data concerning mercy,mercy EOS_Z1,mercy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4471,0,what do you have on civilian,civilian EOS_Z1,civilian EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
